product,product_uom_qty,name,location_dest_id/id,location_id/id,product_uom/id
225/50 VR16 AR-20,9,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
225/50 VR17 AR-20,13,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
225/50 WR 16 RE-002 ADRENALIN,6,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
225/55 R17 ATR SPORT,4,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
225/55 R17 MY02,17,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
225/55 VR16 AR-20,10,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
225/55 VR16 ATR SPORT,6,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
225/55 VR17 AR-20,11,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
225/55 WR17 RE-002 ADRENALIN,3,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
225/55 WR17 SP270 DUNLOP,2,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
225/60 HR18 DHPSJZ,5,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
225/60 R16 AR-20,6,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
225/60 R18 DUNLOP MAX050,1,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
225/65 HR17 D697 OWT,10,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
225/65 SR17 D-687,8,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
225/65 TR17 D-470,15,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
225/65 TR17 ST30 DUNLOP,7,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
225/70 SR16 AT20 DUNLOP,2,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
235/50 R18 ATR SPORT 2,4,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
235/50 VR18 DESERT HAWK,1,INV:init stock,stock.stock_location_stock,stock.location_inventory,product.product_uom_unit
